annual_income,age,total_debt,debt_to_income,credit_utilization,num_open_accounts,num_late_payments_2yrs,years_credit_history,loan_amount_requested,employment_years,creditworthy
66379.66,56,33388.56,0.503,0.2439,7,1,4.09,500.0,6.19,1
87567.93,47,20046.44,0.2289,0.135,4,3,5.91,5255.98,3.85,0
47417.45,31,37177.31,0.784,0.0753,9,2,5.1,500.0,4.45,0
50928.39,25,21480.21,0.4218,0.727,7,2,5.14,9085.19,6.86,0
43366.38,37,27746.01,0.6398,0.5023,5,1,8.24,8000.77,7.25,0
34704.87,27,11117.82,0.3204,0.2972,5,2,20.56,16829.22,5.49,1
42014.45,47,15171.45,0.3611,0.4318,0,0,4.4,13032.83,9.51,0
30521.19,35,25931.33,0.8496,0.1555,3,2,5.96,10886.53,6.41,0
55681.67,33,34355.74,0.617,0.1433,2,0,3.04,21420.59,6.89,0
39600.54,31,23750.84,0.5998,0.033,0,1,10.12,8662.9,11.09,1
59675.72,46,14001.94,0.2346,0.4074,2,2,6.04,3121.58,4.3,0
23882.09,42,31528.02,1.3202,0.5167,2,1,9.55,500.0,2.93,0
61617.6,48,0.0,0.0,0.2197,3,2,15.74,12197.74,5.0,1
71670.58,44,0.0,0.0,0.0853,4,0,6.33,11575.75,2.6,1
15125.29,49,23179.61,1.5325,0.3962,3,0,18.4,22152.65,2.01,0
62481.13,29,15169.3,0.2428,0.3446,4,1,10.5,5059.25,6.65,1
79553.38,62,22266.16,0.2799,0.3798,1,2,14.97,18000.32,7.26,1
30807.18,24,15772.89,0.512,0.1729,6,1,13.21,500.0,10.86,0
88451.45,38,21851.35,0.247,0.2363,3,1,16.75,1606.72,9.73,1
63380.38,63,5227.17,0.0825,0.4942,3,0,4.12,15068.37,4.37,0
40899.76,36,21845.83,0.5341,0.1301,1,2,5.38,17514.7,6.08,0
53884.62,53,26932.97,0.4998,0.4036,6,0,11.9,500.0,4.18,0
66166.54,49,29646.61,0.4481,0.2814,3,0,10.86,5643.16,5.92,0
56520.11,59,39162.65,0.6929,0.3164,4,1,12.45,12360.59,3.77,0
65775.12,30,17929.18,0.2726,0.4301,8,2,11.4,11238.92,5.64,0
36586.53,29,18286.93,0.4998,0.628,6,2,16.09,16380.39,9.75,0
58387.22,51,0.0,0.0,0.2649,3,0,6.14,19307.23,4.89,1
26725.71,48,8623.06,0.3227,0.0879,3,3,10.89,1773.93,1.28,0
52775.48,23,12683.02,0.2403,0.0322,4,2,6.24,15551.79,9.57,0
36921.85,34,27603.83,0.7476,0.4675,4,1,11.91,6243.05,6.38,0
40289.4,45,7667.99,0.1903,0.1954,5,2,9.63,14684.42,4.85,1
79721.86,35,24556.08,0.308,0.27,5,1,11.02,8265.78,13.72,1
76826.2,22,14980.54,0.195,0.0569,3,1,5.41,20613.85,5.23,1
67182.76,44,12873.98,0.1916,0.1394,2,0,9.6,16694.22,13.75,1
33153.74,34,17986.73,0.5425,0.2047,5,4,5.7,4089.16,7.56,0
48671.83,27,10306.12,0.2117,0.4574,2,1,4.1,500.0,0.72,0
79261.95,56,9851.55,0.1243,0.2283,10,1,13.07,21515.32,2.86,1
57834.34,44,0.0,0.0,0.5794,4,1,3.22,6352.3,2.02,0
101386.59,47,12024.55,0.1186,0.128,7,1,14.58,7185.6,10.72,1
62866.36,57,9240.38,0.147,0.0906,6,0,3.98,17936.02,1.65,1
58840.98,58,8808.23,0.1497,0.2521,4,1,12.19,3813.91,7.97,0
48817.67,50,20002.48,0.4097,0.2407,5,1,4.48,13593.05,6.25,0
57670.82,47,22903.58,0.3971,0.1608,5,0,1.88,12147.61,4.57,0
51950.6,59,17786.33,0.3424,0.3168,2,1,9.71,11347.14,6.78,0
69162.17,35,26944.98,0.3896,0.2252,3,3,6.98,21562.59,2.42,0
74134.05,46,21906.74,0.2955,0.193,2,0,12.03,15728.53,7.06,1
39280.21,21,11459.33,0.2917,0.4643,6,0,5.8,19832.68,4.65,0
28375.34,24,9445.72,0.3329,0.4276,1,0,16.25,10001.61,4.21,0
18275.89,49,18753.87,1.0262,0.3832,7,1,23.08,6207.35,5.98,0
65159.83,21,21885.21,0.3359,0.6557,3,0,14.87,20311.1,8.56,1
32932.67,63,31774.13,0.9648,0.1895,2,2,13.03,7434.88,2.09,0
12000.0,42,29294.08,2.4412,0.3835,3,2,11.57,12989.0,4.3,0
62771.57,31,8502.32,0.1354,0.5202,2,2,11.39,15388.27,13.07,0
104859.99,30,13775.92,0.1314,0.3577,4,0,12.4,5843.03,2.34,0
54878.58,37,23052.21,0.4201,0.5222,5,0,9.25,5868.15,3.73,0
71769.82,56,27815.97,0.3876,0.1982,4,0,7.05,9827.23,3.24,1
56636.59,46,26267.63,0.4638,0.3247,3,0,8.53,17952.3,3.21,0
53022.21,41,14233.47,0.2684,0.3132,6,0,8.92,14768.65,4.19,0
73381.53,33,0.0,0.0,0.1037,7,1,15.96,1173.33,3.84,1
49194.51,29,3012.76,0.0612,0.2806,1,1,8.65,27622.23,8.42,1
60347.85,31,18271.6,0.3028,0.1479,6,2,4.84,15040.2,3.76,0
61433.96,31,19106.71,0.311,0.4693,3,1,22.58,8610.71,3.69,0
41638.19,26,1815.85,0.0436,0.1504,4,0,17.76,10779.55,6.01,1
74840.85,21,15534.84,0.2076,0.5918,6,0,8.22,10062.86,8.66,0
51500.8,26,22574.69,0.4383,0.4962,4,0,5.36,9022.82,1.1,0
39885.1,33,1185.28,0.0297,0.072,4,1,10.21,21326.0,2.09,0
65730.2,42,28259.97,0.4299,0.1407,4,0,8.07,31011.48,6.36,1
37030.64,51,10469.63,0.2827,0.1988,11,1,8.23,7897.6,10.56,0
55563.62,42,30091.36,0.5416,0.3707,4,3,13.27,8339.26,7.61,1
54817.62,57,8598.57,0.1569,0.5411,1,0,13.04,11278.69,9.23,1
76717.91,47,2680.49,0.0349,0.3086,5,1,9.56,987.61,7.11,1
64493.96,34,9502.36,0.1473,0.5599,6,0,7.23,16223.56,8.1,0
54499.46,25,13858.22,0.2543,0.2197,2,0,3.01,13494.58,5.2,0
71355.33,56,10338.24,0.1449,0.2836,9,1,10.33,13196.4,5.05,0
82804.15,52,12407.98,0.1498,0.2337,5,3,9.29,500.0,4.91,1
66156.21,54,19007.58,0.2873,0.4952,3,0,14.2,500.0,12.2,1
55207.05,27,12945.85,0.2345,0.2359,0,3,3.51,9059.05,4.47,1
28763.28,62,14206.65,0.4939,0.5351,2,0,14.59,17292.33,6.31,0
33697.73,30,0.0,0.0,0.3423,3,0,5.87,500.0,11.2,1
48895.51,37,19700.38,0.4029,0.1472,4,3,20.64,19162.51,2.23,1
42809.76,50,13929.56,0.3254,0.3453,1,2,5.58,9573.26,18.15,0
51260.57,41,34323.52,0.6696,0.2382,2,1,8.08,5368.74,1.12,0
56133.0,33,3725.22,0.0664,0.4126,3,1,9.15,12666.09,4.96,1
65593.86,21,0.0,0.0,0.4771,4,1,9.29,1618.97,7.66,1
53590.02,21,22416.82,0.4183,0.4534,3,1,19.59,500.0,3.49,0
64730.03,53,19158.32,0.296,0.3398,4,0,17.84,21650.46,4.6,0
56289.49,58,2898.8,0.0515,0.2169,8,0,4.65,11610.34,7.18,1
15490.67,45,0.0,0.0,0.2866,3,2,3.99,6228.74,15.5,0
36213.29,46,33448.76,0.9237,0.1263,3,1,3.23,7376.7,3.37,0
52118.25,33,31969.32,0.6134,0.6206,4,1,12.21,5800.15,6.85,0
30806.11,48,0.0,0.0,0.2225,2,0,11.55,9177.5,5.2,1
66998.57,53,9501.32,0.1418,0.3631,5,1,6.05,11100.69,9.95,1
85615.02,57,34970.3,0.4085,0.0734,4,1,8.99,17500.5,11.63,1
79375.24,61,9287.25,0.117,0.3127,1,2,8.47,6434.08,15.91,1
50731.14,50,9112.65,0.1796,0.0715,4,1,9.98,3540.85,3.06,1
84814.52,28,11606.89,0.1369,0.5867,2,1,6.96,7711.59,7.34,1
57973.35,21,1549.24,0.0267,0.2181,4,1,6.37,31711.86,12.65,1
48258.28,32,0.0,0.0,0.3739,1,1,6.8,13254.15,4.32,1
42731.95,25,27630.57,0.6466,0.3642,5,2,20.54,15197.42,5.09,0
48950.61,44,0.0,0.0,0.1026,6,1,13.36,9962.0,5.58,1
47236.46,26,17967.26,0.3804,0.2004,3,2,3.54,25866.44,7.05,0
58408.32,45,25638.95,0.439,0.2109,5,2,6.67,18877.61,8.52,0
58211.48,21,0.0,0.0,0.0435,3,1,16.74,3674.51,1.31,1
55060.92,45,3908.78,0.071,0.3705,11,1,10.31,13260.96,2.31,0
63738.76,21,29558.15,0.4637,0.0582,4,2,14.64,8904.45,3.69,1
78812.93,52,21394.7,0.2715,0.4049,3,3,10.64,15289.35,9.12,1
73991.08,62,7592.57,0.1026,0.3372,3,0,8.44,19972.31,2.62,1
25302.04,62,29426.99,1.163,0.4744,1,1,18.06,2215.5,8.45,0
12000.0,23,29478.43,2.4565,0.0342,3,5,7.74,14871.93,5.46,0
73686.4,39,18228.63,0.2474,0.5791,6,0,12.16,5542.09,9.16,0
27662.43,63,4198.08,0.1518,0.0216,3,0,10.99,23331.27,2.49,1
50504.69,49,10038.62,0.1988,0.3718,3,0,2.96,19731.66,12.07,0
31597.74,22,18436.64,0.5835,0.072,8,1,8.8,500.0,4.59,0
18960.39,29,12736.86,0.6718,0.2355,3,0,7.76,2986.17,9.95,0
65829.25,37,26267.49,0.399,0.0717,3,2,5.71,1250.16,4.33,0
70183.1,56,0.0,0.0,0.1912,4,0,1.57,11507.51,5.21,0
43469.79,37,0.0,0.0,0.3526,6,1,10.57,14411.5,4.64,1
12000.0,32,17170.45,1.4309,0.3203,4,2,10.07,18331.59,7.78,0
44075.11,40,9101.47,0.2065,0.2074,3,1,13.27,10034.34,5.38,1
62836.08,23,7475.42,0.119,0.4892,2,3,3.34,9740.75,2.28,1
25421.77,63,0.0,0.0,0.0778,0,0,18.57,14274.33,2.49,1
58667.2,24,15234.55,0.2597,0.0669,2,2,4.11,37202.81,2.09,0
54693.8,37,14366.94,0.2627,0.0736,5,1,15.45,500.0,8.13,1
66585.83,57,22841.75,0.343,0.2319,4,0,4.18,500.0,2.02,0
57391.61,62,15826.87,0.2758,0.0549,1,0,17.3,7710.89,4.83,1
35538.62,35,13408.75,0.3773,0.2765,5,2,7.93,6250.46,1.47,0
78931.43,53,29124.01,0.369,0.2288,6,0,6.61,6097.08,6.43,1
51829.41,36,0.0,0.0,0.1846,4,1,7.56,11901.35,16.55,1
54453.91,31,21436.67,0.3937,0.0794,3,1,8.31,2637.8,5.25,1
36334.64,40,0.0,0.0,0.4344,1,3,14.16,7237.94,7.01,0
46134.35,58,4939.66,0.1071,0.2543,4,0,6.01,9643.91,3.48,1
37303.95,44,448.11,0.012,0.2349,5,0,16.63,9830.95,3.42,0
51541.08,36,24383.31,0.4731,0.1702,4,1,7.62,10870.43,7.84,0
89234.17,50,14215.08,0.1593,0.2874,3,2,27.73,10803.06,3.77,1
27561.98,54,14837.96,0.5383,0.5629,4,2,4.06,5540.4,7.85,0
22728.77,21,1719.2,0.0756,0.1344,4,0,11.24,9959.95,5.52,0
84423.41,44,11403.68,0.1351,0.1403,3,0,4.52,11959.68,1.76,0
50813.53,44,5838.42,0.1149,0.0946,4,1,3.74,19682.46,11.71,1
41618.55,29,19601.46,0.471,0.2922,6,4,9.81,500.0,0.87,0
75798.09,42,3106.91,0.041,0.3947,4,1,8.05,12195.82,1.99,0
42887.69,32,30957.53,0.7218,0.1107,3,2,7.57,13318.18,7.94,0
91520.19,37,0.0,0.0,0.2342,2,1,11.54,13474.95,4.01,1
68558.52,45,5321.76,0.0776,0.2111,7,0,5.02,13850.46,3.66,1
45241.77,48,35126.41,0.7764,0.3261,6,0,6.52,1495.14,6.64,0
98146.16,35,9778.34,0.0996,0.3384,8,0,4.42,13286.18,2.59,1
42885.7,50,0.0,0.0,0.1866,1,1,13.6,12846.4,3.18,1
69841.91,47,17628.86,0.2524,0.0825,6,2,6.7,16382.9,8.66,1
60985.85,42,9295.29,0.1524,0.0918,6,1,22.42,10669.02,13.87,1
81034.83,30,4969.56,0.0613,0.1493,2,0,28.44,7682.83,13.48,1
86230.22,51,1849.55,0.0214,0.2941,3,0,7.16,20009.74,6.28,1
55640.08,47,48220.48,0.8667,0.1114,4,0,6.77,2255.84,5.92,0
39931.64,32,11981.38,0.3,0.298,1,2,9.54,1008.26,5.11,0
64199.44,51,0.0,0.0,0.2872,2,4,4.47,2075.41,3.87,1
41445.69,52,32924.52,0.7944,0.672,9,1,8.31,14770.1,9.61,0
95267.74,52,22332.85,0.2344,0.521,3,1,10.55,6217.49,5.26,0
57730.71,61,5802.4,0.1005,0.7878,2,0,17.18,11110.57,1.9,0
47693.57,55,3802.57,0.0797,0.3296,5,2,7.14,23083.98,3.25,0
58693.61,41,23081.67,0.3933,0.3204,5,1,19.96,2581.18,5.06,1
28057.47,30,12036.98,0.429,0.1159,2,3,7.13,500.0,6.41,0
35567.72,36,0.0,0.0,0.5177,5,0,6.03,18638.15,11.08,0
79008.28,27,36446.88,0.4613,0.1587,4,2,9.24,5324.72,7.15,1
41862.11,24,9792.11,0.2339,0.1362,5,4,10.74,2626.39,5.78,0
34061.78,47,32946.86,0.9673,0.5324,6,1,20.52,11138.94,1.35,0
65733.06,45,30341.22,0.4616,0.4066,5,2,17.73,10471.07,9.2,0
78714.08,51,2987.89,0.038,0.1173,2,3,4.86,5057.25,3.85,0
69379.07,31,27398.28,0.3949,0.1396,5,0,7.23,16496.31,14.98,0
74920.95,40,7182.69,0.0959,0.163,4,0,18.5,5766.98,5.45,1
39864.1,56,0.0,0.0,0.2549,2,1,19.11,5402.57,7.91,1
26563.79,37,9904.82,0.3729,0.3722,3,0,10.09,500.0,1.2,0
85026.67,31,19771.65,0.2325,0.4383,5,1,20.29,500.0,7.85,1
48546.4,50,9447.16,0.1946,0.2607,3,1,37.48,13890.41,2.8,1
49983.34,55,11315.42,0.2264,0.2136,3,1,10.0,1433.36,7.4,1
81563.88,61,28722.79,0.3522,0.3712,4,3,12.54,10778.34,8.15,0
66124.6,58,16277.93,0.2462,0.2546,4,1,1.43,27420.35,6.1,0
64117.76,42,4880.42,0.0761,0.1273,6,0,8.49,15722.53,2.07,1
98300.05,63,23424.36,0.2383,0.5275,4,1,6.77,12225.31,7.97,0
42129.64,47,17372.11,0.4123,0.2259,5,3,12.27,15394.03,10.13,0
73556.8,57,0.0,0.0,0.1394,5,0,16.52,29259.93,12.54,1
56140.26,55,20140.23,0.3587,0.1921,8,0,5.69,500.0,2.53,0
60371.85,24,19701.94,0.3263,0.3955,6,0,5.43,10912.48,3.96,0
85569.37,36,15241.45,0.1781,0.1206,8,2,5.77,23796.62,13.2,1
65156.72,36,25700.41,0.3944,0.5228,5,1,24.19,14464.52,24.0,1
65765.92,41,6931.28,0.1054,0.3365,5,0,11.22,21636.56,1.44,1
76450.15,46,19038.0,0.249,0.3993,5,3,4.52,6995.06,1.37,0
47700.95,56,0.0,0.0,0.3495,4,0,15.12,1996.06,7.19,1
38215.81,39,19885.08,0.5203,0.1182,3,2,12.77,27290.29,13.25,0
34103.82,37,38436.72,1.1271,0.3544,4,1,13.43,12601.21,6.39,0
15672.87,46,3061.72,0.1954,0.0913,6,0,1.83,18607.96,3.31,0
96124.14,42,5882.37,0.0612,0.3405,6,1,5.44,19107.43,3.75,1
32935.83,48,6479.81,0.1967,0.1999,1,1,12.64,22236.16,4.72,1
50574.93,21,16559.98,0.3274,0.2043,1,4,6.88,14355.56,1.07,0
49463.73,64,2243.56,0.0454,0.1198,8,0,12.3,14703.41,2.99,0
61148.13,56,20054.97,0.328,0.2184,2,2,13.65,15979.29,13.85,0
71314.74,63,25162.08,0.3528,0.3294,6,1,6.87,6867.28,8.63,1
72209.47,57,21412.17,0.2965,0.0909,1,0,9.87,20403.49,6.85,1
43338.45,22,0.0,0.0,0.1484,4,1,7.93,7428.24,7.17,1
51657.57,37,26942.01,0.5216,0.2834,4,1,15.51,20851.4,6.38,1
60651.6,60,26248.41,0.4328,0.0266,6,0,7.92,18359.81,14.4,1
50026.18,58,24961.94,0.499,0.0513,6,1,3.89,500.0,1.81,0
87146.91,41,19474.11,0.2235,0.1298,6,3,13.23,18453.54,3.3,1
64819.5,29,17642.27,0.2722,0.2845,3,1,11.02,13869.02,7.06,1
69697.56,33,27388.67,0.393,0.3202,5,1,6.29,22670.99,5.6,0
68257.63,31,38082.16,0.5579,0.3484,6,1,5.81,25861.73,3.05,0
78469.48,36,3563.51,0.0454,0.3137,2,0,5.95,12886.34,4.03,1
58620.43,36,27937.5,0.4766,0.3366,1,2,7.22,14856.16,8.45,0
29063.36,22,13965.39,0.4805,0.1568,4,1,15.87,1733.85,5.45,1
62993.76,62,13443.92,0.2134,0.2666,2,2,17.02,10652.57,7.73,0
41972.86,64,0.0,0.0,0.3055,7,2,5.48,25246.68,3.23,1
44427.67,28,11582.53,0.2607,0.3709,4,2,11.79,12003.06,3.23,1
66727.28,63,3032.82,0.0455,0.0426,4,1,9.41,19419.89,5.56,1
79765.66,62,9433.75,0.1183,0.2317,2,1,8.46,11825.91,2.85,1
55425.43,33,1821.76,0.0329,0.3529,5,0,6.22,11065.57,4.12,1
61176.66,37,9613.1,0.1571,0.1356,1,0,8.97,16596.7,3.72,0
89044.3,59,10126.68,0.1137,0.1661,9,1,4.05,500.0,7.97,1
59815.06,44,16161.06,0.2702,0.1126,2,1,3.57,14973.45,10.07,0
107033.66,23,0.0,0.0,0.5431,5,2,7.74,500.0,1.69,0
66310.19,50,0.0,0.0,0.1337,1,1,10.82,11339.0,4.96,1
19784.74,33,19342.97,0.9777,0.1751,4,1,16.75,5317.27,4.15,0
70066.83,39,5430.74,0.0775,0.201,2,1,5.22,2758.41,6.57,1
62623.17,27,27894.36,0.4454,0.1069,5,0,10.79,23824.1,6.29,0
80795.06,29,17703.24,0.2191,0.2974,6,0,4.92,20956.82,6.9,0
68463.63,39,22281.15,0.3254,0.2301,6,2,10.88,9150.85,2.94,0
52230.88,60,31928.31,0.6113,0.6263,4,0,9.91,31025.24,3.85,0
30514.04,42,11283.47,0.3698,0.1586,6,1,10.31,19950.21,3.51,0
50819.53,38,8106.16,0.1595,0.0699,7,1,4.63,10735.04,17.67,1
37989.59,43,25460.43,0.6702,0.5272,5,1,1.4,500.0,10.0,0
43389.53,22,21114.16,0.4866,0.2314,0,2,11.9,11210.5,6.01,0
66771.57,31,12752.04,0.191,0.2026,1,3,19.36,6947.89,6.24,0
88398.09,51,31697.5,0.3586,0.2539,8,1,19.27,8300.14,2.09,1
62893.43,53,12453.07,0.198,0.4138,1,1,0.83,15308.1,3.15,1
31082.34,34,15393.28,0.4952,0.5898,5,2,16.02,6974.11,7.74,0
63892.05,36,15254.67,0.2388,0.0775,5,1,14.18,22567.57,4.94,1
78932.63,31,3784.87,0.048,0.6436,2,1,22.74,7759.5,7.07,1
42804.34,53,15931.02,0.3722,0.0868,3,1,13.18,3822.37,1.33,0
52319.66,27,31761.12,0.6071,0.5108,4,2,4.83,17196.58,1.61,1
55293.76,51,20339.62,0.3678,0.1081,5,2,10.8,11777.17,3.17,0
39302.03,34,15372.76,0.3911,0.2798,4,0,3.83,18842.47,8.08,1
67965.61,48,13058.79,0.1921,0.1501,3,2,8.94,13370.17,6.1,1
52581.04,63,18970.4,0.3608,0.2316,1,1,12.45,886.19,4.01,1
63390.65,36,23997.2,0.3786,0.4179,3,1,7.54,14431.92,6.74,0
37250.16,39,22310.87,0.5989,0.4118,4,1,5.68,4736.4,11.13,0
46250.83,37,11017.62,0.2382,0.3298,2,0,9.74,13170.23,3.47,1
69447.63,46,18897.38,0.2721,0.1353,5,2,13.57,7215.94,6.42,1
47543.34,26,20759.28,0.4366,0.3371,8,1,14.22,10356.19,4.76,0
89539.28,63,2913.66,0.0325,0.1533,1,3,19.0,12345.18,5.43,1
47007.28,29,17018.77,0.362,0.2772,1,2,9.34,17870.97,8.09,0
59493.69,37,0.0,0.0,0.361,3,1,4.81,7589.09,6.35,1
73651.82,51,20790.4,0.2823,0.1126,0,2,4.3,500.0,13.48,1
26632.69,32,22924.12,0.8608,0.1357,6,0,12.49,4347.13,16.19,1
19783.82,43,23970.55,1.2116,0.1265,4,1,17.81,13069.55,7.1,0
24486.87,25,10259.44,0.419,0.2419,10,0,7.04,21454.63,7.47,0
80251.68,63,18708.56,0.2331,0.3266,1,2,7.58,14397.62,7.27,0
43962.84,56,32087.45,0.7299,0.1906,2,1,16.23,19965.64,9.55,0
106163.99,56,31965.24,0.3011,0.5659,2,2,12.53,13261.15,10.8,1
43715.05,23,14649.93,0.3351,0.0981,5,5,5.5,13744.35,5.81,0
58691.03,44,16671.84,0.2841,0.3153,3,1,12.15,10063.58,6.39,1
85842.2,37,28330.93,0.33,0.5691,8,1,5.11,20395.32,5.45,1
95121.86,59,0.0,0.0,0.0407,3,0,6.18,25168.45,9.49,1
96230.07,46,11123.09,0.1156,0.1107,2,2,2.68,4283.16,12.17,1
79167.32,24,31026.85,0.3919,0.0757,5,2,6.08,13797.78,7.64,1
75481.25,32,26702.41,0.3538,0.1899,3,0,13.39,2464.57,10.12,1
66850.54,21,19431.17,0.2907,0.0854,1,2,10.85,25371.72,5.96,1
70567.22,41,0.0,0.0,0.1222,7,2,8.65,13367.61,6.56,1
43976.29,39,14401.08,0.3275,0.5102,3,2,4.84,11840.7,4.13,0
38636.02,41,7921.02,0.205,0.3423,4,2,11.25,2891.0,4.83,0
54932.51,38,18972.47,0.3454,0.4021,2,1,4.6,10196.68,3.51,1
51596.31,63,5287.84,0.1025,0.1799,5,0,6.31,11395.17,2.62,1
45935.44,23,2691.32,0.0586,0.4233,5,0,7.72,3407.58,2.83,1
68927.75,64,0.0,0.0,0.0993,1,2,21.92,13207.6,6.37,1
74106.1,52,29661.66,0.4003,0.2066,1,1,8.88,5130.47,6.93,1
56768.14,30,10202.75,0.1797,0.1627,4,2,14.72,15477.4,4.07,1
84550.6,60,16885.75,0.1997,0.4422,8,2,9.91,4111.21,4.02,0
32166.22,35,14973.14,0.4655,0.2476,2,1,17.09,13256.77,3.62,0
51126.81,25,2190.79,0.0429,0.2181,5,2,16.04,10450.49,4.75,1
40663.55,24,0.0,0.0,0.201,4,2,6.89,14411.06,4.28,0
17669.27,48,2936.22,0.1662,0.4134,2,3,11.42,13325.28,6.29,0
53346.39,24,6321.98,0.1185,0.214,8,1,6.5,12758.13,6.4,1
52565.05,35,19399.27,0.3691,0.0777,2,1,11.52,6082.95,0.63,0
85268.99,37,5451.39,0.0639,0.6164,4,0,18.19,16432.17,5.52,1
67616.23,64,35957.89,0.5318,0.3045,6,1,12.99,14298.87,4.99,0
34516.26,23,27325.81,0.7917,0.0481,2,1,11.04,17097.21,5.92,0
92081.85,30,24700.31,0.2682,0.2524,6,1,6.69,11797.32,8.28,1
79420.67,62,13564.09,0.1708,0.0555,5,0,6.84,10563.93,2.39,1
66641.95,43,33171.37,0.4978,0.1576,2,1,11.89,3880.48,2.13,0
50470.32,38,12383.93,0.2454,0.4899,2,2,12.64,6714.06,8.45,1
35811.22,21,14624.86,0.4084,0.345,2,0,3.47,8213.95,6.93,0
47555.86,55,17039.69,0.3583,0.1592,5,1,6.98,19691.43,12.81,1
76774.97,51,23421.88,0.3051,0.6116,5,1,10.09,2043.89,4.39,1
92691.73,64,22642.9,0.2443,0.0713,5,1,11.07,1284.76,10.0,1
85864.87,21,9298.5,0.1083,0.2021,7,2,12.58,11434.8,3.63,1
45223.01,23,8604.08,0.1903,0.2955,6,2,4.9,5869.15,7.19,1
32607.65,23,22678.84,0.6955,0.4555,2,3,12.34,8940.23,5.88,0
57817.72,57,23582.84,0.4079,0.2879,3,0,14.55,8482.94,0.13,1
19631.21,39,10279.79,0.5236,0.1963,4,1,7.94,6952.76,4.3,0
61463.35,49,0.0,0.0,0.0691,5,3,6.45,5895.72,3.36,1
52047.95,45,12512.21,0.2404,0.3269,4,1,15.6,4546.15,3.88,1
45679.27,53,22482.31,0.4922,0.1676,3,0,9.72,9044.14,2.65,1
23105.94,56,36665.0,1.5868,0.5704,3,0,7.41,500.0,5.1,0
65272.0,49,624.5,0.0096,0.1943,4,0,11.19,16845.27,9.44,1
44345.98,46,9881.14,0.2228,0.0456,4,1,3.47,4925.05,4.7,1
31601.66,24,10327.16,0.3268,0.1593,4,1,7.83,15625.5,10.59,0
12000.0,34,31269.66,2.6058,0.1198,1,0,15.36,6725.11,2.16,0
54449.7,47,14580.7,0.2678,0.2066,4,2,8.6,20299.03,1.66,0
90445.03,53,4112.08,0.0455,0.1709,6,2,3.63,12322.07,7.01,1
88225.18,42,21704.34,0.246,0.2504,3,0,11.18,3387.14,4.93,1
45858.07,23,10144.34,0.2212,0.136,5,2,10.77,31984.39,4.99,0
42955.76,43,307.35,0.0072,0.1697,4,1,7.16,8657.86,5.55,0
64375.49,41,4286.72,0.0666,0.4859,4,2,16.41,7547.61,3.56,1
35032.29,61,35808.5,1.0222,0.4388,3,1,19.36,8093.39,9.02,0
61035.84,43,19610.51,0.3213,0.3616,0,2,15.93,15183.58,5.35,0
70321.61,24,16293.12,0.2317,0.2154,2,2,11.59,500.0,3.93,1
79538.66,41,12001.28,0.1509,0.285,5,3,8.12,13087.06,7.61,1
52996.92,57,18505.79,0.3492,0.1146,1,2,3.01,500.0,2.09,1
50926.52,63,18362.83,0.3606,0.1301,3,1,9.66,11410.29,14.91,1
37440.35,51,18506.03,0.4943,0.1731,4,1,5.34,21012.89,4.7,0
38462.39,41,16378.14,0.4258,0.5485,3,0,5.55,7563.1,3.91,1
50470.42,46,25425.58,0.5038,0.1134,4,0,6.93,19101.5,16.44,1
62347.31,61,15277.25,0.245,0.3191,6,0,28.67,500.0,14.06,1
73271.69,55,3264.73,0.0446,0.4349,6,0,3.55,7026.75,6.3,0
38936.42,58,7650.93,0.1965,0.6472,4,0,11.39,2204.33,8.13,1
84853.77,44,0.0,0.0,0.5975,5,1,13.05,27265.58,6.92,1
49577.53,31,39321.81,0.7931,0.4353,3,1,5.84,8737.79,6.32,0
54572.65,61,25353.06,0.4646,0.2378,0,1,5.44,6796.5,14.32,0
40055.77,49,5039.15,0.1258,0.255,5,2,10.46,9937.88,7.1,0
12000.0,23,11617.86,0.9682,0.0892,8,4,7.72,12053.53,2.33,0
72680.91,21,7357.48,0.1012,0.0804,3,2,10.55,9031.75,19.12,1
69736.88,39,33510.57,0.4805,0.2176,4,2,5.46,2470.79,9.18,0
49373.45,42,0.0,0.0,0.4059,4,1,16.09,22794.72,10.1,1
56339.81,34,16373.71,0.2906,0.4102,2,2,10.67,20705.29,3.43,1
65318.78,34,13697.67,0.2097,0.443,3,0,6.16,14665.44,8.07,1
23749.08,64,24922.06,1.0494,0.3699,2,1,5.51,14238.94,6.51,0
44418.95,36,13751.89,0.3096,0.2121,1,0,13.84,13723.07,4.59,1
70885.29,53,0.0,0.0,0.2407,5,1,12.88,8346.91,1.09,1
29914.21,33,11986.59,0.4007,0.2764,2,0,9.85,7478.31,4.58,0
60871.16,58,3334.05,0.0548,0.0867,4,1,15.45,24752.17,10.89,1
27868.36,32,15954.95,0.5725,0.092,2,0,9.41,17000.84,9.63,0
64328.6,58,32210.12,0.5007,0.4142,4,4,5.14,1361.57,7.89,0
54287.17,59,0.0,0.0,0.1413,4,4,13.47,8386.69,8.06,1
22697.36,53,5397.33,0.2378,0.143,3,4,8.29,15901.17,7.66,0
78294.79,53,8367.68,0.1069,0.3456,3,1,4.83,14943.4,2.37,1
40308.17,49,10420.43,0.2585,0.0855,5,1,6.03,16223.38,6.69,0
38794.95,25,23881.51,0.6156,0.1955,2,1,15.8,500.0,1.85,0
59011.38,26,12917.47,0.2189,0.4346,3,1,15.56,14561.22,3.52,0
